ZAVMATNAZ,ZAVNAZ,REGIJA,OBCINA,DAT_OD,DAT_DO,VNOS,OBDOBJE,STEV_UCENCEV,DOGODEK,VZROK,TRAJANJE,LETO_TEDEN_VNOSA
Vrtec Mojca Ljubljana,VRTEC MOJCA ENOTA MUCA,Osrednjeslovenska,Ljubljana,2021-02-16,2021-02-25,2021-02-18,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_7
Srednja tehniška šola Koper,Srednja tehniška šola Koper,Obalno-kraška,Koper,2021-02-19,2021-02-19,2021-02-18,SREDNJA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba pri delavcu,kratko,2021_7
Osnovna šola Šmarje pri Kopru,Osnovna šola Šmarje pri Kopru,Obalno-kraška,Koper,2021-02-18,2021-02-28,2021-02-18,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Vrtec Mojca Ljubljana,VRTEC MOJCA ENOTA MUCA,Osrednjeslovenska,Ljubljana,2021-02-17,2021-02-26,2021-02-18,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2021_7
Osnovna šola Stranje,Osnovna šola Stranje,Osrednjeslovenska,Kamnik,2021-02-18,2021-02-28,2021-02-18,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola Komenda Moste,Osnovna šola Komenda Moste,Osrednjeslovenska,Komenda,2021-02-18,2021-02-25,2021-02-18,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola 8 talcev Logatec,Osnovna šola 8 talcev Logatec,Osrednjeslovenska,Logatec,2021-02-18,2021-02-24,2021-02-18,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,kratko,2021_7
OTROŠKI VRTEC AJDOVŠČINA,"OTROŠKI VRTEC AJDOVŠČINA, ENOTA VRTEC VRHPOLJE",Goriška,Vipava,2021-02-15,2021-02-25,2021-02-18,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_7
Osnovna šola Dragotina Ketteja Ilirska Bistrica,Osnovna šola Dragotina Ketteja Ilirska Bistrica,Primorsko-notranjska,Ilirska Bistrica,2021-02-16,2021-02-25,2021-02-18,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_7
Osnovna šola Polhov Gradec,"Osnovna šola Polhov Gradec, Enota Vrtec",Osrednjeslovenska,Dobrova-Polhov Gradec,2021-02-16,2021-02-25,2021-02-18,VRTEC,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo pri delavcu,srednje,2021_7
Osnovna šola Venclja Perka,Osnovna šola Venclja Perka,Osrednjeslovenska,Domžale,2021-02-12,2021-02-21,2021-02-18,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola Venclja Perka,Osnovna šola Venclja Perka,Osrednjeslovenska,Domžale,2021-02-15,2021-02-24,2021-02-18,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola Škofja Loka - Mesto,Osnovna šola Škofja Loka - Mesto,Gorenjska,Škofja Loka,2021-02-18,2021-02-26,2021-02-18,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Vrtec Mojca Ljubljana,VRTEC MOJCA ENOTA MOJCA,Osrednjeslovenska,Ljubljana,2021-02-12,2021-02-21,2021-02-18,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_7
Vrtec Postojna,"Vrtec Postojna, Enota Pastirček",Primorsko-notranjska,Postojna,2021-02-17,2021-02-26,2021-02-18,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_7
Osnovna šola Sečovlje,Osnovna šola Sečovlje,Obalno-kraška,Piran,2021-02-16,2021-02-25,2021-02-18,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola 8 talcev Logatec,Osnovna šola 8 talcev Logatec,Osrednjeslovenska,Logatec,2021-02-18,2021-02-24,2021-02-18,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,kratko,2021_7
VRTEC JELKA,"VRTEC JELKA, ENOTA JELKA",Osrednjeslovenska,Ljubljana,2021-02-17,2021-02-18,2021-02-18,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,kratko,2021_7
Osnovna šola dr. Ivana Korošca Borovnica,"Osnovna šola dr. Ivana Korošca Borovnica, Enota Vrtec",Osrednjeslovenska,Borovnica,2021-02-12,2021-02-21,2021-02-18,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola Žirovnica,Osnovna šola Žirovnica,Gorenjska,Žirovnica,2021-02-16,2021-02-25,2021-02-18,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_7
Osnovna šola Žirovnica,Osnovna šola Žirovnica,Gorenjska,Žirovnica,2021-02-16,2021-02-26,2021-02-18,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_7
Vrtec Litija,"Vrtec Litija, Enota Kresnička",Zasavska,Litija,2021-02-16,2021-02-25,2021-02-18,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_7
Osnovna šola Škofja Loka - Mesto,Osnovna šola Škofja Loka - Mesto,Gorenjska,Škofja Loka,2021-02-16,2021-02-26,2021-02-18,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_7
Osnovna šola Janka Modra Dol pri Ljubljani,"Osnovna šola Janka Modra Dol pri Ljubljani, Enota Vrtec",Osrednjeslovenska,Dol pri Ljubljani,2021-02-18,2021-02-27,2021-02-19,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Gimnazija Bežigrad,"Gimnazija Bežigrad, Gimnazija",Osrednjeslovenska,Ljubljana,2021-02-19,2021-02-22,2021-02-19,SREDNJA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2021_7
Srednja ekonomsko - poslovna šola Koper,Srednja ekonomsko - poslovna šola Koper,Obalno-kraška,Koper,2021-02-15,2021-02-19,2021-02-19,SREDNJA ŠOLA,srednje,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",Sum na okužbo s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2021_7
Osnovna šola Kozje,VVE pri OŠ Kozje VRTEC ZMAJČEK,Savinjska,Kozje,2021-02-19,2021-02-28,2021-02-19,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_7
Vrtec Semedela,"Vrtec Semedela, enota Slavnik",Obalno-kraška,Koper,2021-02-15,2021-02-24,2021-02-19,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_7
Gimnazija Bežigrad,"Gimnazija Bežigrad, Gimnazija",Osrednjeslovenska,Ljubljana,2021-02-19,2021-02-23,2021-02-19,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2021_7
Osnovna šola Dragomirja Benčiča - Brkina Hrpelje,Osnovna šola Dragomirja Benčiča - Brkina Hrpelje,Obalno-kraška,Hrpelje-Kozina,2021-02-19,2021-02-24,2021-02-19,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_7
Osnovna šola Danila Lokarja Ajdovščina,Osnovna šola Danila Lokarja Ajdovščina Enota s prilagojenim programom,Goriška,Ajdovščina,2021-02-17,2021-02-26,2021-02-19,OSNOVNA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola Louisa Adamiča Grosuplje,Osnovna šola Louisa Adamiča Grosuplje Podružnica Št.Jurij,Osrednjeslovenska,Grosuplje,2021-02-19,2021-02-26,2021-02-19,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola Naklo,"Osnovna šola Naklo, OE Vrtec, Vrtec Mlinček",Gorenjska,Naklo,2021-02-17,2021-02-27,2021-02-19,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba pri delavcu,srednje,2021_7
Osnovna šola Rodica,Osnovna šola Rodica,Osrednjeslovenska,Domžale,2021-02-19,2021-02-28,2021-02-19,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola Dragomelj,Osnovna šola Dragomelj,Osrednjeslovenska,Domžale,2021-02-19,2021-02-24,2021-02-19,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_7
Vrtec Mengeš,"Vrtec Mengeš, enota Gobica",Osrednjeslovenska,Mengeš,2021-02-17,2021-02-27,2021-02-19,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_7
Vrtec Vrhovci,"Vrtec Vrhovci, enota Tehnološki park",Osrednjeslovenska,Ljubljana,2021-02-18,2021-02-27,2021-02-19,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2021_7
Osnovna šola Škofljica,Osnovna šola Škofljica,Osrednjeslovenska,Škofljica,2021-02-15,2021-02-24,2021-02-19,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola Škofljica,Osnovna šola Škofljica,Osrednjeslovenska,Škofljica,2021-02-16,2021-02-25,2021-02-19,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Srednja šola Izola,Srednja šola Izola,Obalno-kraška,Izola,2021-02-19,2021-03-01,2021-02-19,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2021_7
Osnovna šola Tončke Čeč Trbovlje,Osnovna šola Tončke Čeč Trbovlje,Zasavska,Trbovlje,2021-02-19,2021-02-19,2021-02-19,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_7
Osnovna šola Šmarje pri Kopru,Osnovna šola Šmarje pri Kopru,Obalno-kraška,Koper,2021-02-17,2021-02-27,2021-02-19,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola Vide Pregarc Ljubljana,Osnovna šola Vide Pregarc Ljubljana,Osrednjeslovenska,Ljubljana,2021-02-18,2021-02-28,2021-02-20,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
Osnovna šola Louisa Adamiča Grosuplje,Osnovna šola Louisa Adamiča Grosuplje,Osrednjeslovenska,Grosuplje,2021-02-20,2021-02-26,2021-02-20,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2021_7
Osnovna šola Komenda Moste,Osnovna šola Komenda Moste,Osrednjeslovenska,Komenda,2021-02-18,2021-02-27,2021-02-20,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_7
OTROŠKI VRTEC AJDOVŠČINA,"OTROŠKI VRTEC AJDOVŠČINA, ENOTA RIBNIK",Goriška,Ajdovščina,2021-02-19,2021-03-01,2021-02-21,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_7
Vrtec Litija,"Vrtec Litija, Enota Najdihojca",Zasavska,Litija,2021-02-19,2021-02-28,2021-02-21,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_7
Osnovna šola Domžale,Osnovna šola Domžale,Osrednjeslovenska,Domžale,2021-02-19,2021-02-28,2021-02-22,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_8
VVZ VRTEC IVANČNA GORICA,"VVZ VRTEC IVANČNA GORICA, VRTEC ČEBELICA",Osrednjeslovenska,Ivančna Gorica,2021-02-19,2021-02-28,2021-02-22,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_8
Vrtec Antona Medveda Kamnik,"Vrtec  Antona Medveda Kamnik, enota Tinkara",Osrednjeslovenska,Kamnik,2021-02-18,2021-02-27,2021-02-22,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Vrtec Vrhovci,"Vrtec Vrhovci, enota Tehnološki park",Osrednjeslovenska,Ljubljana,2021-02-19,2021-02-28,2021-02-22,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2021_8
Osnovna šola Domžale,Osnovna šola Domžale,Osrednjeslovenska,Domžale,2021-02-19,2021-02-28,2021-02-22,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_8
Vrtec Semedela,"Vrtec Semedela, enota Markovec",Obalno-kraška,Koper,2021-02-19,2021-02-28,2021-02-22,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Vrtec Bled,"Vrtec Bled, enota Bled",Gorenjska,Bled,2021-02-18,2021-02-27,2021-02-22,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Vrtec Litija,"Vrtec Litija, Enota Najdihojca",Zasavska,Litija,2021-02-19,2021-02-28,2021-02-22,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Vrtec Litija,"Vrtec Litija, Enota Najdihojca",Zasavska,Litija,2021-02-19,2021-02-28,2021-02-22,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Osnovna šola narodnega heroja Rajka Hrastnik,"Osnovna šola narodnega heroja Rajka Hrastnik, Podružnična šola Dol pri Hrastniku",Zasavska,Hrastnik,2021-02-19,2021-02-28,2021-02-22,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_8
Vrtec Škofja Loka,"Vrtec Škofja Loka, enota Najdihojca",Gorenjska,Škofja Loka,2021-02-22,2021-03-04,2021-02-22,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Vrtec Semedela,"Vrtec Semedela, enota Markovec",Obalno-kraška,Koper,2021-02-16,2021-02-25,2021-02-22,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_8
Osnovna šola dr. Ivana Korošca Borovnica,"Osnovna šola dr. Ivana Korošca Borovnica, Enota Vrtec",Osrednjeslovenska,Borovnica,2021-02-22,2021-03-03,2021-02-22,VRTEC,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_8
Osnovna šola Naklo,"Osnovna šola Naklo, OE Vrtec, Vrtec Mlinček",Gorenjska,Naklo,2021-02-18,2021-02-27,2021-02-22,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_8
Zasebni vrtec Bambi d.o.o.,"Zasebni vrtec Bambi d.o.o., Enota Parižlje",Savinjska,Braslovče,2021-02-22,2021-02-28,2021-02-22,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,kratko,2021_8
Vrtec Murska Sobota,"Vrtec Murska Sobota, enota Srnica",Pomurska,Murska Sobota,2021-02-22,2021-03-03,2021-02-22,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2021_8
Osnovna šola Koper,Osnovna šola Koper,Obalno-kraška,Koper,2021-02-15,2021-02-25,2021-02-22,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učitelju,srednje,2021_8
Vrtec Mojca Ljubljana,VRTEC MOJCA ENOTA MUCA,Osrednjeslovenska,Ljubljana,2021-02-19,2021-02-28,2021-02-22,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Osnovna šola Koper,Osnovna šola Koper,Obalno-kraška,Koper,2021-02-15,2021-02-25,2021-02-22,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_8
Vrtec Mojca Ljubljana,VRTEC MOJCA ENOTA MUCA,Osrednjeslovenska,Ljubljana,2021-02-16,2021-02-26,2021-02-22,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_8
Vrtec Murska Sobota,"Vrtec Murska Sobota, enota URŠKA",Pomurska,Murska Sobota,2021-02-22,2021-02-28,2021-02-22,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,kratko,2021_8
Vrtec Semedela,"Vrtec Semedela, enota Rozmanova",Obalno-kraška,Koper,2021-02-17,2021-02-26,2021-02-23,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_8
Vrtec Ciciban,"Vrtec Ciciban, Enota Mehurčki",Osrednjeslovenska,Ljubljana,2021-02-22,2021-03-03,2021-02-23,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Osnovna šola Dekani,"Osnovna šola Dekani, Enota vrtec",Obalno-kraška,Koper,2021-02-23,2021-03-05,2021-02-23,VRTEC,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba pri delavcu,srednje,2021_8
Vrtec Mavrica Trebnje,"Vrtec Mavrica Trebnje, enota Videk",Jugovzhodna Slovenija,Trebnje,2021-02-19,2021-02-28,2021-02-23,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Dvojezična osnovna šola I Lendava,Dvojezična osnovna šola I Lendava,Pomurska,Lendava,2021-02-23,2021-03-04,2021-02-23,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_8
Vrtec Mavrica Trebnje,"Vrtec Mavrica Trebnje, enota Mojca",Jugovzhodna Slovenija,Trebnje,2021-02-19,2021-02-28,2021-02-23,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Vrtec Ciciban,"Vrtec Ciciban, Enota Mehurčki",Osrednjeslovenska,Ljubljana,2021-02-18,2021-02-28,2021-02-23,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Vrtec Vrhovci,"Vrtec Vrhovci, enota Tehnološki park",Osrednjeslovenska,Ljubljana,2021-02-19,2021-02-28,2021-02-23,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2021_8
Vrtec Mavrica Trebnje,"Vrtec Mavrica Trebnje, enota Ostržek",Jugovzhodna Slovenija,Trebnje,2021-02-19,2021-02-28,2021-02-23,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Vrtec Ciciban,"Vrtec Ciciban, Enota Mehurčki",Osrednjeslovenska,Ljubljana,2021-02-22,2021-03-03,2021-02-23,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
Vrtec Pedenjped Novo mesto,"Vrtec Pedenjped Novo mesto, SAPRAMIŠKA",Jugovzhodna Slovenija,Novo mesto,2021-02-22,2021-03-03,2021-02-23,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_8
Viški vrtci,"Viški vrtci, enota Jamova",Osrednjeslovenska,Ljubljana,2021-02-22,2021-02-28,2021-02-23,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba pri delavcu,kratko,2021_8
Osnovna šola Gustava Šiliha Laporje,"Osnovna šola Gustava Šiliha Laporje, Vrtec Laporje",Podravska,Slovenska Bistrica,2021-02-23,2021-03-03,2021-02-23,VRTEC,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba pri delavcu,srednje,2021_8
Vrtec Kočevje,"Vrtec Kočevje, enota Ostržek",Jugovzhodna Slovenija,Kočevje,2021-02-19,2021-02-28,2021-02-23,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,srednje,2021_8
Osnovna šola Domžale,"Osnovna šola Domžale, Podružnična šola Ihan",Osrednjeslovenska,Domžale,2021-02-16,2021-02-25,2021-02-23,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2021_8
Osnovna šola Starše,Osnovna šola Starše,Podravska,Starše,2021-02-11,2021-02-20,2021-02-24,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2021_8
Vrtec Litija,"Vrtec Litija, Enota Najdihojca",Zasavska,Litija,2021-02-22,2021-03-03,2021-02-24,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2021_8
JVIZ VRTCI OBČINE ŽALEC,"JVIZ VRTCI OBČINE ŽALEC, ENOTA GRIŽE",Savinjska,Žalec,2021-02-22,2021-03-03,2021-02-24,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2021_8
Vrtec Koper,"Vrtec Koper, Enota Ribica",Obalno-kraška,Koper,2021-02-25,2021-02-28,2021-02-24,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri otroku ali več otrocih skupine,kratko,2021_8
